source,title,organization,url,currency,minimum_amount,maximum_amount,expected_amount,payment_evidence,powershell_fit,cash_conversion_speed,estimated_hours,estimated_value_per_hour,task_score,execution_score,execution_status,execution_reason,task_matches,fit_matches,complexity_matches
github_paid_issues,Add scoped external-API approval and credential injection,Kh1ng/git-agent-harness,https://github.com/Kh1ng/git-agent-harness/issues/652,,,,0.0,,0.95,90.0,4.0,0.0,156.0,99.28,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, github, backend, integration","bounty, implement, script, api, integration, agent, cli","script, cli, api, json, github, backend, integration",
github_paid_issues,Solana AI Kit skill bounty — devnet reliability skill ready,TerraTectra/autotools-hub,https://github.com/TerraTectra/autotools-hub/issues/70,,,,0.0,,1.0,90.0,4.0,0.0,150.0,99.2,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: powershell, github, integration","bounty, implement, implementation, powershell, integration, test, agent","powershell, github, integration",
github_paid_issues,Mechanically split checkout resolution and event edit panel context,AI-Shipping-Labs/website,https://github.com/AI-Shipping-Labs/website/issues/1271,,,,0.0,,0.95,90.0,10.3,0.0,178.0,99.14,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, csv, data, python, integration","bounty, fix, script, python, api, integration, test, cli","script, cli, api, csv, data, python, integration",ios
github_paid_issues,Title request: iRacing,onxtane/f1-lifx-bridge,https://github.com/onxtane/f1-lifx-bridge/issues/69,,,,0.0,,0.95,90.0,4.0,0.0,154.0,98.72,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, script, data, python","bounty, bug, fix, implement, implementation, script, python","windows, script, data, python",
github_paid_issues,[$250] Spends - feed:xxxx auto selected to Bank Account instead of Expensify Card,Expensify/App,https://github.com/Expensify/App/issues/96342,USD,250.0,250.0,250.0,$250,1.0,90.0,12.0,20.83,132.0,98.36,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, automation, cli, github, testing","bounty, bug, automation, testing, test, cli","windows, automation, cli, github, testing","ios, android"
github_paid_issues,[$250] Card - Error shows up when resolving fraud alert action,Expensify/App,https://github.com/Expensify/App/issues/96341,USD,250.0,250.0,250.0,$250,1.0,90.0,12.0,20.83,132.0,98.36,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, automation, cli, github, testing","bounty, bug, automation, testing, test, cli","windows, automation, cli, github, testing","ios, android"
github_paid_issues,Testing issue: hdf5 run test unable to find C++ compiler,spack/spack-packages,https://github.com/spack/spack-packages/issues/5616,,,,0.0,,0.95,90.0,4.0,0.0,152.0,98.16,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, api, github, data, testing, python","bounty, bug, python, api, testing, test, cli","cli, api, github, data, testing, python",
github_paid_issues,Build the JSON-to-shell-vars extractor and migrate the JSON consumers,earledotpy/axiom-forge,https://github.com/earledotpy/axiom-forge/issues/79,,,,0.0,,0.95,90.0,4.0,0.0,152.0,98.16,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, api, json, python","bounty, fix, script, python, api, test, agent","script, api, json, python",
github_paid_issues,mlflow-3.6.0-py3-none-any.whl: 49 vulnerabilities (highest severity is: 10.0),snowdensb/litellm,https://github.com/snowdensb/litellm/issues/49,,,,0.0,,0.95,90.0,10.3,0.0,174.0,98.02,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, database, github, data, python","bounty, fix, script, python, api, database, test, cli","script, cli, api, database, github, data, python",ios
github_paid_issues,[$250] Chat - Live markdown in composer is removed if the text exceeds 4000 characters,Expensify/App,https://github.com/Expensify/App/issues/95210,USD,250.0,250.0,250.0,$250,1.0,90.0,12.0,20.83,130.0,97.8,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, automation, github, testing","bounty, bug, automation, testing, test, pull request","windows, automation, github, testing","ios, android"
github_paid_issues,"feat: Bounty board — sponsors post paid coding tasks, learners claim and submit",bakeronchain/learnvault,https://github.com/bakeronchain/learnvault/issues/1032,,,,0.0,,0.95,90.0,4.0,0.0,150.0,97.6,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, api, database, sql, data, backend","bounty, reward, script, api, database, sql, test","script, api, database, sql, data, backend",
github_paid_issues,[BOUNTY $50] SKILL: Generate a structured CHANGELOG from git history,claude-builders-bounty/claude-builders-bounty,https://github.com/claude-builders-bounty/claude-builders-bounty/issues/1,USD,50.0,50.0,50.0,$50,0.9,90.0,4.0,12.5,112.0,97.31,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, github, python","bounty, fix, script, python, test","script, github, python",
github_paid_issues,Dependency Dashboard,suitenumerique/menshen,https://github.com/suitenumerique/menshen/issues/5,,,,0.0,,0.95,90.0,4.0,0.0,148.0,97.04,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, database, github, data, python, backend","bounty, bug, python, database, test, workflow, cli","cli, database, github, data, python, backend",
github_paid_issues,Dependency Dashboard,arillso/ansible.agent,https://github.com/arillso/ansible.agent/issues/18,,,,0.0,,0.95,90.0,4.0,0.0,144.0,95.92,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, json, github, data, documentation, python","bounty, python, documentation, test, agent, workflow, cli","cli, json, github, data, documentation, python",
github_paid_issues,Renovate Dashboard 🤖,krezh/dextek,https://github.com/krezh/dextek/issues/14,,,,0.0,,0.95,90.0,9.6,0.0,164.0,95.92,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: database, github, data, python","bounty, bug, python, database, test, mcp, agent, workflow","database, github, data, python",kubernetes
github_paid_issues,[ONBOARD: 2 RTC] Review an Open PR,Scottcjn/rustchain-bounties,https://github.com/Scottcjn/rustchain-bounties/issues/2782,,,,0.0,,0.95,90.0,4.0,0.0,144.0,95.92,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, sql, github, python","bounty, script, python, api, sql, cli","script, cli, api, sql, github, python",
github_paid_issues,Dependency Dashboard,vehkiya/homelab-k8s,https://github.com/vehkiya/homelab-k8s/issues/1017,,,,0.0,,1.0,90.0,4.0,0.0,134.0,94.72,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: automation, cli, api, github, data","bounty, automation, api, test, workflow, cli","automation, cli, api, github, data",
github_paid_issues,Manager automation 3/4: outcome-aware reviewer routing without self-modifying policy,Kh1ng/git-agent-harness,https://github.com/Kh1ng/git-agent-harness/issues/508,,,,0.0,,1.0,90.0,4.0,0.0,134.0,94.72,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: automation, cli, api, data, backend","bounty, fix, automation, api, test, cli","automation, cli, api, data, backend",
github_paid_issues,Pixel Art Creation with high Creative Thinking,SecureBananaLabs/bug-bounty,https://github.com/SecureBananaLabs/bug-bounty/issues/80,USD,780.0,780.0,780.0,$780,0.9,90.0,10.3,75.73,92.0,93.71,priority_execution_review,Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script,"bounty, bug, script, agent",script,pixel art
github_paid_issues,"[Submit] Adside — AI agents for paid ads (Meta / LinkedIn / Google Ads), remote/hosted",chatmcp/mcpso,https://github.com/chatmcp/mcpso/issues/3186,,,,0.0,,0.95,90.0,4.0,0.0,136.0,93.68,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json","bounty, script, api, mcp, agent, cli","script, cli, api, json",
github_paid_issues,Dependency Dashboard,suitenumerique/accounts,https://github.com/suitenumerique/accounts/issues/10,,,,0.0,,0.95,90.0,4.0,0.0,134.0,93.12,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, json, github, data, python, backend","bounty, script, python, test, workflow, cli","script, cli, json, github, data, python, backend",
github_paid_issues,core-2.3.1.tgz: 115 vulnerabilities (highest severity is: 9.8),ScalaConsultants/mesmer,https://github.com/ScalaConsultants/mesmer/issues/592,,,,0.0,,0.95,90.0,12.0,0.0,184.0,93.12,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data","bounty, fix, implement, implementation, script, api, database, test, cli","script, cli, api, json, database, github, data","ios, cryptography"
github_paid_issues,"[Week 1] Research Round 1: 5 user interviews — workflow, tools, switching trigger, price",reza96ah-ship-it/publish,https://github.com/reza96ah-ship-it/publish/issues/344,,,,0.0,,0.9,90.0,4.0,0.0,138.0,92.64,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, data, testing","bounty, implement, implementation, testing, test, workflow, cli","cli, data, testing",
github_paid_issues,[$250] Web-Expense details-distance and rate menu items are shown after created unreported expense,Expensify/App,https://github.com/Expensify/App/issues/96343,USD,250.0,250.0,250.0,$250,1.0,90.0,12.0,20.83,110.0,92.2,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, automation, github, testing","bounty, bug, automation, testing, test","windows, automation, github, testing","ios, android"
github_paid_issues,"[$250] Attachment - Landscape pdf file preview is truncated in ""Share to Expensify"" page",Expensify/App,https://github.com/Expensify/App/issues/89905,USD,250.0,250.0,250.0,$250,1.0,90.0,12.0,20.83,110.0,92.2,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, automation, github, testing","bounty, bug, automation, testing, test","windows, automation, github, testing","ios, android"
github_paid_issues,[$250] Unable to enter decimal amounts for XAF (FCFA) currency in New Expensify,Expensify/App,https://github.com/Expensify/App/issues/95007,USD,250.0,250.0,250.0,$250,1.0,90.0,12.0,20.83,110.0,92.2,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, automation, github, testing","bounty, bug, automation, testing, test","windows, automation, github, testing","ios, android"
github_paid_issues,[$250] chat-Tapping invalid deeplink directs to hmm not here briefly & not directs frm self dm,Expensify/App,https://github.com/Expensify/App/issues/96314,USD,250.0,250.0,250.0,$250,1.0,90.0,12.0,20.83,110.0,92.2,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, automation, github, testing","bounty, bug, automation, testing, test","windows, automation, github, testing","ios, android"
github_paid_issues,[BUG] Instantly hitting usage limits with Max subscription,anthropics/claude-code,https://github.com/anthropics/claude-code/issues/16157,USD,10.0,10.0,10.0,$10,0.9,90.0,4.0,2.5,110.0,92.09,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, api, github","bounty, bug, script, api, test","script, api, github",
github_paid_issues,Spike: cloud sync design,MessiasLima/Foliary,https://github.com/MessiasLima/Foliary/issues/155,,,,0.0,,0.95,90.0,4.0,0.0,130.0,92.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, api, database, data, backend","bounty, implement, implementation, script, api, database","script, api, database, data, backend",
github_paid_issues,prompts: compress gjc-runtime/routing block; remove maintainer-facing bullets; single home for role-agent blurbs,Yeachan-Heo/gajae-code,https://github.com/Yeachan-Heo/gajae-code/issues/2348,,,,0.0,,0.9,90.0,10.3,0.0,158.0,91.94,priority_execution_review,Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script,"bounty, fix, implement, implementation, script, test, agent, workflow",script,ios
github_paid_issues,Dependency Dashboard,xlionjuan/searxng-mcp-go,https://github.com/xlionjuan/searxng-mcp-go/issues/3,,,,0.0,,0.95,90.0,4.0,0.0,128.0,91.44,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, github, data, python","bounty, fix, python, test, workflow, cli","cli, github, data, python",
github_paid_issues,feat: author an editable per-recipe AI scene brief to direct hero-image generation,eggman0131/saltV2,https://github.com/eggman0131/saltV2/issues/522,,,,0.0,,0.95,90.0,4.0,0.0,128.0,91.44,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, github, data, backend","bounty, bug, fix, script, test, cli","script, cli, github, data, backend",
github_paid_issues,Dependency Dashboard,kyma-project/test-infra,https://github.com/kyma-project/test-infra/issues/13446,,,,0.0,,0.95,90.0,12.0,0.0,174.0,91.02,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, github, data, python","bounty, fix, script, python, api, test, workflow, cli","script, cli, api, json, github, data, python","kubernetes, cryptography"
github_paid_issues,[Bug bounty] monk.install.run reports runtime ready while monkd is unreachable,monk-io/monk-plugin,https://github.com/monk-io/monk-plugin/issues/7,,,,0.0,,0.9,90.0,4.0,0.0,132.0,90.96,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, json, integration","bounty, bug, integration, mcp, agent, cli","cli, json, integration",
github_paid_issues,@⁠kleros/scout-site-1.3.9.tgz: 101 vulnerabilities (highest severity is: 9.8),kleros/scout-snap,https://github.com/kleros/scout-snap/issues/101,,,,0.0,,0.95,90.0,10.3,0.0,148.0,90.74,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data","bounty, fix, script, api, database, test, cli","script, cli, api, json, database, github, data",ios
github_paid_issues,pandera[polars] 0.32.1 fails to import using `polars=0.20`,unionai-oss/pandera,https://github.com/unionai-oss/pandera/issues/2407,,,,0.0,,0.9,90.0,4.0,0.0,130.0,90.4,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: api, data, python","bounty, bug, fix, python, api, test","api, data, python",
github_paid_issues,Claim MRG Tokens for Bug Bounty Reports - Comment New Bugs Here Before Opening a PR,mergeos-bounties/mergeos,https://github.com/mergeos-bounties/mergeos/issues/1,,,,0.0,,0.9,90.0,4.0,0.0,128.0,89.84,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, github","bounty, reward, bug, fix, script, test","script, github",
github_paid_issues,Re-architecture: remove legacy dual-storage + syncLegacyFromProduct (pre-subscription hardening),FitzWarranty26/fitzpatrick-service-tracker,https://github.com/FitzWarranty26/fitzpatrick-service-tracker/issues/64,,,,0.0,,0.9,90.0,4.0,0.0,128.0,89.84,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, api, data","bounty, bug, fix, script, api, test","script, api, data",
github_paid_issues,Issue 1 — Remove mock-usdc crate; integrate the real USDC Stellar Asset Contract,Pi-Defi-world/Wpi,https://github.com/Pi-Defi-world/Wpi/issues/1,,,,0.0,,0.9,90.0,4.0,0.0,128.0,89.84,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, integration","bounty, reward, fix, integration, test, cli","cli, integration",
github_paid_issues,Customizable status line,openai/codex,https://github.com/openai/codex/issues/17827,,,,0.0,,0.95,90.0,4.0,0.0,120.0,89.2,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, data, integration","bounty, script, api, integration, cli","script, cli, api, json, data, integration",
github_paid_issues,🔍 [Agent Task] Add Algora bounty discovery to runtime-opportunity-scout,Nexussyn/ai-growth-platform,https://github.com/Nexussyn/ai-growth-platform/issues/4,USD,3.0,3.0,3.0,$3,0.87,90.0,5.0,0.6,114.0,89.17,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: api, github, data, integration","bounty, reward, api, integration, agent","api, github, data, integration",
github_paid_issues,[Heimdal Screen Stream] derive-activity-observations: local-vision derivation + span coalescing + governed publish,RasmusTho/agentic-pkm-mvp,https://github.com/RasmusTho/agentic-pkm-mvp/issues/3344,,,,0.0,,0.9,90.0,4.0,0.0,124.0,88.72,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, data, integration","bounty, implement, integration, test, agent, cli","cli, data, integration",
github_paid_issues,[UNFUNDED: 0/0.11 USDC] Complete a fresh earning-loop friction canary,NSPG13/agent-bounties,https://github.com/NSPG13/agent-bounties/issues/291,,,,0.0,,0.95,90.0,4.0,0.0,118.0,88.64,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: automation, github, data","bounty, reward, automation, mcp, agent","automation, github, data",
github_paid_issues,[Epic] Post-Energy release readiness and analyst workflow hardening,joaosantossgp/analisys,https://github.com/joaosantossgp/analisys/issues/371,,,,0.0,,0.88,90.0,5.0,0.0,122.0,87.52,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: csv, database, data","bounty, implement, implementation, database, pull request, workflow","csv, database, data",
github_paid_issues,feat: Quadratic funding rounds — DAO-run matching pools for scholarships,bakeronchain/learnvault,https://github.com/bakeronchain/learnvault/issues/1033,,,,0.0,,0.87,90.0,5.0,0.0,122.0,87.2,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: api, database, sql, data, backend","bounty, fix, api, database, sql, test","api, database, sql, data, backend",
github_paid_issues,"[Week 4] 30-day decision review: evidence memo, choose path A/B/C/D",reza96ah-ship-it/publish,https://github.com/reza96ah-ship-it/publish/issues/357,,,,0.0,,0.95,90.0,4.0,0.0,112.0,86.96,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: automation, cli","bounty, automation, test, workflow, cli","automation, cli",
github_paid_issues,"[Week 4] Pricing and switching tests: 3 pilot packages, price commitments, deal blockers",reza96ah-ship-it/publish,https://github.com/reza96ah-ship-it/publish/issues/356,,,,0.0,,0.95,90.0,4.0,0.0,112.0,86.96,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: automation, cli","bounty, automation, test, workflow, cli","automation, cli",
github_paid_issues,Dependency Dashboard,gjohansson-ST/pytrafikverket,https://github.com/gjohansson-ST/pytrafikverket/issues/69,,,,0.0,,0.95,90.0,4.0,0.0,110.0,86.4,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, json, github, python","bounty, python, test, workflow, cli","cli, json, github, python",
github_paid_issues,Dependency Dashboard,reservoir-data/tap-honeybadger,https://github.com/reservoir-data/tap-honeybadger/issues/22,,,,0.0,,0.95,90.0,4.0,0.0,110.0,86.4,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, json, github, data, python","bounty, python, test, workflow, cli","cli, json, github, data, python",
github_paid_issues,axios-0.21.0.tgz: 31 vulnerabilities (highest severity is: 8.6),tachibana-shin/unc0ver.dev,https://github.com/tachibana-shin/unc0ver.dev/issues/2,,,,0.0,,0.95,90.0,12.0,0.0,154.0,86.12,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data","bounty, bug, fix, script, api, database, cli","script, cli, api, json, database, github, data","react native, ios"
github_paid_issues,Experiment: extract a zero-isolated arithmetic MACE and maximize quality-valid B200 throughput,tokenbender/prism-capability-extraction,https://github.com/tokenbender/prism-capability-extraction/issues/22,USD,6.99,6.99,6.99,$6.99,0.82,90.0,5.0,1.4,98.0,85.2,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: json, data","bounty, fix, implement, implementation, test","json, data",
github_paid_issues,"CI: pin mypy, align ruff with the integration, and add a coverage floor + Codecov",KRoperUK/pysolarcloud,https://github.com/KRoperUK/pysolarcloud/issues/38,,,,0.0,,0.9,90.0,4.0,0.0,110.0,84.8,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: github, python, integration","bounty, python, integration, test, workflow","github, python, integration",
github_paid_issues,Is there a public API for batched state queries? getValues doesn't batch,polkadot-api/polkadot-api,https://github.com/polkadot-api/polkadot-api/issues/1420,,,,0.0,,0.9,90.0,4.0,0.0,110.0,84.8,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, api","bounty, implement, implementation, api, cli","cli, api",
github_paid_issues,[Bounty $20] Inline declarations throw exception.,Syncleus/aparapi,https://github.com/Syncleus/aparapi/issues/97,USD,20.0,20.0,20.0,$20,0.82,90.0,5.0,4.0,86.0,84.78,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: api, github","bounty, bug, api, test","api, github",
github_paid_issues,Dependency Dashboard,Simplepianist/Discord_Bot,https://github.com/Simplepianist/Discord_Bot/issues/9,,,,0.0,,0.95,90.0,11.7,0.0,130.0,84.3,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, sql, github, python","bounty, python, sql, test, workflow, cli","cli, sql, github, python",cryptography
github_paid_issues,"HTTP MCP tools not loaded in cron sessions (command-based work, HTTP-based don't)",NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent/issues/65889,,,,0.0,,0.9,90.0,4.0,0.0,108.0,84.24,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: json, python","bounty, python, test, mcp, agent","json, python",
github_paid_issues,[Process] Revisit roadmap and issue dependencies after every PR merge,nissan/reddi-agent-protocol,https://github.com/nissan/reddi-agent-protocol/issues/340,,,,0.0,,0.9,90.0,4.0,0.0,108.0,84.24,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, github","bounty, implement, implementation, script, agent","script, github",
github_paid_issues,Leverage model's bash affinity via Zero-Dependency OS Sandboxing & Post-Execution Intent Routing,google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli/issues/19873,,,,0.0,,0.9,90.0,4.0,0.0,108.0,84.24,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, script","bounty, implement, implementation, script, agent","windows, script",
github_paid_issues,[Feature Request] Convert gem4gov-cli Python tool to Terraform,google/stellar-engine,https://github.com/google/stellar-engine/issues/100,,,,0.0,,0.95,90.0,4.0,0.0,102.0,84.16,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, data, python","bounty, script, python, cli","script, cli, data, python",
github_paid_issues,P0: Secure shipping details and label handoff for on-site fulfillment,ethtri/case-creator-studio,https://github.com/ethtri/case-creator-studio/issues/62,,,,0.0,,0.9,90.0,4.0,0.0,106.0,83.68,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, data, integration","bounty, integration, test, workflow, cli","cli, data, integration",
github_paid_issues,"[DJANGO-001, DJANGO-002, DJANGO-003, DJANGO-009] Preserve descending inherited primary-key ordering",fedevela/django,https://github.com/fedevela/django/issues/404,,,,0.0,,0.87,90.0,5.0,0.0,108.0,83.28,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: api, database, sql, data, backend","bounty, fix, api, database, sql","api, database, sql, data, backend",
github_paid_issues,[Bug] GlobTool returns raw symlink paths in results but uses resolved real paths internally — causes downstream read_file/edit failures on macOS and symlinked workspaces,google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli/issues/28415,,,,0.0,,0.9,90.0,4.0,0.0,104.0,83.12,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, json","bounty, bug, fix, test, cli","cli, json",
github_paid_issues,"Add an accessible, source-attributed theme-family catalog",MatheusBBarni/Kitten,https://github.com/MatheusBBarni/Kitten/issues/31,,,,0.0,,0.8,90.0,5.0,0.0,114.0,82.72,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: github, data, documentation","bounty, fix, implement, implementation, documentation, test","github, data, documentation",
github_paid_issues,rofi/dmenu as command UI,qutebrowser/qutebrowser,https://github.com/qutebrowser/qutebrowser/issues/8986,,,,0.0,,0.9,90.0,4.0,0.0,100.0,82.0,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, data, python","bounty, bug, script, python","script, data, python",
github_paid_issues,Tests for file-state isolation tracker (follow-up to #96),autumngarage/sentinel,https://github.com/autumngarage/sentinel/issues/104,,,,0.0,,0.82,90.0,5.0,0.0,106.0,81.12,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: api, integration","bounty, fix, api, integration, test","api, integration",
github_paid_issues,Generated code is hardcoded public — no way to scope tokens for use inside a redistributable package,rozd/theme-kit,https://github.com/rozd/theme-kit/issues/16,,,,0.0,,0.82,90.0,5.0,0.0,106.0,81.12,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: api, json","bounty, fix, implement, implementation, api","api, json",
github_paid_issues,creator-panel-3.25.0.tgz: 65 vulnerabilities (highest severity is: 9.8),mrtousif/youtube-clone,https://github.com/mrtousif/youtube-clone/issues/141,,,,0.0,,0.95,90.0,12.0,0.0,134.0,80.52,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: script, cli, api, json, database, github, data","bounty, fix, script, api, database, cli","script, cli, api, json, database, github, data","react native, ios"
github_paid_issues,🤝 Multi-agent CI runner / API-routing coordination,danielraffel/pulp,https://github.com/danielraffel/pulp/issues/4126,,,,0.0,,0.95,90.0,4.0,0.0,88.0,80.24,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: windows, api, json, github","bounty, fix, api, agent","windows, api, json, github",
github_paid_issues,Dependency Dashboard,bcrescimanno/homelab-nix,https://github.com/bcrescimanno/homelab-nix/issues/6,,,,0.0,,0.9,90.0,4.0,0.0,92.0,79.76,priority_execution_review,"Tarefa pontual identificada.; Remuneração explícita identificada.; Execução remota identificada.; Compatibilidade digital: cli, python","bounty, python, test, cli","cli, python",
