id,title,url,organization,reward_amount,reward_currency,start_date,end_date,location,online,participants,status,skills,candidate_score,verification_status
831,OCCHacks,https://occhacks-2026.devpost.com/,Iota Xi at Orange Coast College,2000.0,USD,2026-10-10,2026-10-11,OCC Ballroom - 3rd Floor Conference Room,0,4,upcoming,"Beginner Friendly, Education, Productivity",55.0,staged
159,RecT Solutions Hackathon: Beyond the CV 2026,https://rect-hackathon.devpost.com/,RecT Solutions,2000.0,USD,2026-10-10,2026-10-11,IDEA Spaces Saldanha,0,24,upcoming,"Databases, DevOps, Machine Learning/AI",55.0,staged
107,Build with Gemma NYC: On-Device AI for Healthcare,https://gemmanycaihealthcare.devpost.com/,google deepmind,1995.0,USD,2026-08-01,2026-08-01,New York City / TBD,0,17,upcoming,"Health, Machine Learning/AI, Voice skills",55.0,staged
763,HackFW: MADE Challenge,https://hackfw.devpost.com/,Fort Worth DAO,1900.0,USD,2026-10-01,2026-10-30,Fort Worth,0,33,upcoming,"IoT, Machine Learning/AI, Robotic Process Automation",55.0,staged
807,Neighborhood Hacks,https://neighborhood-hacks-2026.devpost.com/,Student Organization,1650.0,USD,2026-10-16,2026-10-24,Online,1,8,upcoming,"Beginner Friendly, Social Good",55.0,staged
826,HarborHack 2026 - Agent In The Loop,https://harborhack-2026.devpost.com/,Charlestonhacks,1500.0,USD,2026-10-23,2026-10-25,"College of Charleston, Harbor Walk",0,6,upcoming,"Machine Learning/AI, Open Ended, Beginner Friendly",55.0,staged
784,NeuroHack - 1.0,https://neurohack-1-0-by-axonic.devpost.com/,Axonic,1260.0,USD,2026-09-16,2026-09-24,Online,1,14,upcoming,"Beginner Friendly, Health, IoT",55.0,staged
112,OurPlanet.Rocks,https://ourplanetrocks.devpost.com/,OurPlanet.Rocks,1005.0,USD,2026-08-07,2026-08-09,Online,1,15,upcoming,"Beginner Friendly, Open Ended, Social Good",55.0,staged
156,Hack Days in Bansal,https://hack-days-in-bansal.devpost.com/,Major League Hacking,1000.0,USD,2026-08-02,2026-08-02,Main Auditorium - Bansal Institute,0,3,upcoming,"Machine Learning/AI, Open Ended, Web",55.0,staged
150,Canal Startup Sprint Hackathon,https://canal-startup-sprint-hackathon.devpost.com/,Microsoft Student Club - SCU,800.0,USD,2026-07-26,2026-08-14,Creativa Innovation Hub Ismailia,0,4,upcoming,"IoT, Machine Learning/AI, Robotic Process Automation",55.0,staged
90,PeddieHacks 2026,https://peddiehacks-2026.devpost.com/,Peddie Computer Science Club,800.0,USD,2026-08-14,2026-08-16,Online,1,58,upcoming,"Beginner Friendly, Education, Social Good",55.0,staged
737,United Hacks V8,https://unitedhacksv8.devpost.com/,Hack United,700.0,USD,2027-01-08,2027-01-10,Online,1,100,upcoming,"Beginner Friendly, Design, Education",55.0,staged
769,Bay Hacks,https://bayhacks-2026.devpost.com/,Tampa Bay Innovation,500.0,USD,2026-09-18,2026-09-19,USF Hall of Flags,0,24,upcoming,"Beginner Friendly, Machine Learning/AI, Health",55.0,staged
127,HackGT13,https://hackgt13.devpost.com/,HexLabs,333.0,USD,2026-09-25,2026-09-27,Klaus Advanced Computing Building,0,14,upcoming,"Productivity, Social Good",55.0,staged
762,Lake Oswego Hacks,https://lake-oswego-hacks.devpost.com/,Lake Monsters Robotics (frc2635),260.0,USD,2026-09-26,2026-09-27,Online,1,34,upcoming,"Beginner Friendly, Low/No Code, Social Good",55.0,staged
138,SourceHacks V1,https://sourcehacksv1.devpost.com/,SourceHacks,250.0,USD,2026-12-11,2026-12-12,Online,1,53,upcoming,"Beginner Friendly, Education, Social Good",55.0,staged
115,OregonHacks,https://oregonhacks.devpost.com/,OregonHacks,100.0,USD,2026-08-15,2026-08-17,Online,1,14,upcoming,"Beginner Friendly, Open Ended, Social Good",55.0,staged
146,BTT Web Game Jam - Summer 2026,https://btt-web-game-jam.devpost.com/,BTT,100.0,USD,2026-08-07,2026-08-21,Online,1,5,upcoming,"Beginner Friendly, Gaming, Web",55.0,staged
809,Acodemic X G.I.R.L.S. Global SDG Hackathon,https://acodemic-hackathon.devpost.com/,Hack Club,60.0,USD,2026-09-19,2026-09-27,Online,1,8,upcoming,"Education, Social Good, Beginner Friendly",55.0,staged
350,AI Builders Hackathon,https://ai-builders-hackathon-2026.devpost.com/,OSC,,USD,,,,0,2796,unknown,ai,53.0,staged
346,Agentic Cinema: The Blockbuster Hackathon,https://agentic-cinema.devpost.com/,Google,,USD,,,,0,9522,unknown,agent,53.0,staged
347,Agents for Humans Hackathon,https://agentsforhumans.devpost.com/,Amazon,,USD,,,,0,7658,unknown,agent,53.0,staged
345,All Things Agentic Hackathon,https://allthingsagentichackathon.devpost.com/,Google,,USD,2031-08-04,,,0,12308,unknown,agent,53.0,staged
5,Arm Create: AI Optimization Challenge,https://arm-ai-optimization-challenge.devpost.com/,arm,,USD,,,,0,1423,unknown,ai,53.0,staged
7,Build with DataHub: The Agent Hackathon,https://datahub.devpost.com/,DataHub,,USD,,,,0,752,unknown,agent,53.0,staged
613,"Build, Ship, Shape: Amazon Developer Hackathon",https://amazonappdev2026.devpost.com/,Amazon,,USD,,,,0,1877,unknown,developer,53.0,staged
4,CockroachDB × AWS Hackathon - Build with Agentic Memory,https://cockroachdb-ai.devpost.com/,Cockroach Labs,,USD,,,,0,1535,unknown,agent,53.0,staged
523,Nebius x NVIDIA Global AI Hackathon,https://nebiusglobalaihackathon.devpost.com/,nebius,,USD,,,,0,2409,unknown,ai,53.0,staged
867,"OpenCV AI Competition 2026, powered by AWS",https://opencv26.devpost.com/,OpenCV,,USD,,,,0,1161,unknown,ai,53.0,staged
102,DevsUnite Hiring Hackathon,https://devsunite-hiring-hackathon.devpost.com/,DevsUnite,3000.0,USD,2026-07-24,2026-07-25,Online,1,25,upcoming,"Beginner Friendly, Education, Machine Learning/AI",52.0,staged
63,SMU .Hack Enrichment Application Programme 2026,https://dothack-heap-2026.devpost.com/,Singapore Management University,1750.0,USD,2026-05-15,2026-07-24,Singapore Management University,0,34,open,"Beginner Friendly, Open Ended, Web",52.0,staged
109,Shower Hacks,https://showerhacks.devpost.com/,Shower Hacks,9750.0,USD,2026-09-26,2026-09-27,Bay Area,0,37,upcoming,"Open Ended, Lifehacks, Social Good",50.0,staged
786,Hack the Change 2026,https://hack-the-change-2026.devpost.com/,Code the Change YYC,5000.0,USD,2026-11-07,2026-11-08,University of Calgary,0,14,upcoming,"Education, Social Good, Web",50.0,staged
845,SVYCA Youth for Earth (Y4E) Hackathon,https://svycay4e.devpost.com/,Silicon Valley Youth Climate Action,2700.0,USD,2026-09-20,2026-10-18,Stanford University,0,2,upcoming,Social Good,50.0,staged
142,Case Closed,https://caseclosed.devpost.com/,GDG on Campus Sheridan College,2000.0,USD,2026-09-20,2026-09-20,Location TBA,0,27,upcoming,"Beginner Friendly, Communication, Low/No Code",50.0,staged
121,8-Bit Jam,https://8-bit-jam.devpost.com/,Hack Club,1360.0,USD,2026-08-08,2026-08-09,"Herndon, Virginia",0,11,upcoming,"Beginner Friendly, Education, Gaming",50.0,staged
170,(FREE) MIMS Robotics Competition $1750 prize pool,https://mims-robotics-competition.devpost.com/,Minds In Motion STEM,1300.0,USD,2026-08-04,2026-08-04,Aurora Public Library,0,1,upcoming,"Beginner Friendly, Low/No Code, Open Ended",50.0,staged
858,Desert Dev Lab 2027,https://desert-dev-lab-2027.devpost.com/,NM Tech Talks,1000.0,USD,2027-04-24,2027-04-25,"Albuquerque, NM, USA",0,0,upcoming,"Beginner Friendly, Health, Social Good",50.0,staged
819,804 Hacks,https://804hacks.devpost.com/,UW Blockchain Society,978.0,USD,2026-10-24,2026-10-24,VCU Retail Shift Lab,0,6,upcoming,"Beginner Friendly, Cybersecurity, Social Good",50.0,staged
816,CityCamp Gainesville Hack Day,https://citycamp-hack-day.devpost.com/,Florida Community Innovation,900.0,USD,2026-09-20,2026-09-20,Reitz Union,0,7,upcoming,Social Good,50.0,staged
162,Build Nepal,https://buildnepal.devpost.com/,Mid valley International College,660.0,USD,2026-08-01,2026-08-02,Mid valley International College,0,2,upcoming,"Beginner Friendly, Cybersecurity, Fintech",50.0,staged
122,Stupid Ideas Hackathon (Ottawa F26),https://stupideas-ottawa-f26.devpost.com/,stupid ideas hackathon,517.0,USD,2026-11-07,2026-11-07,"Ottawa, Canada",0,46,upcoming,"Beginner Friendly, Open Ended, Social Good",50.0,staged
136,Maverick Hackathon,https://maverick-hackathon.devpost.com/,wavehack,500.0,USD,2026-08-01,2026-08-01,"Alpharetta, GA, USA",0,7,upcoming,"Gaming, Social Good",50.0,staged
88,Tech to Treasure Hackathon,https://techtotreasure.devpost.com/,bin to better,450.0,USD,2027-03-03,2027-03-10,Tully Community Branch Library,0,76,upcoming,"Beginner Friendly, Education, Social Good",50.0,staged
139,H.A.R.D. Hack 2027,https://h-a-r-d-hack-2027.devpost.com/,HKN (Eta Kappa Nu),300.0,USD,2027-01-30,2027-01-31,University of California - Jacobs Hall,0,12,upcoming,"Beginner Friendly, Education, Health",50.0,staged
160,hack::peel 2026,https://hack-peel.devpost.com/,Absolute Robotics #4308,100.0,USD,2026-12-12,2026-12-13,The Woodlands Secondary School,0,6,upcoming,"Design, Education, Open Ended",50.0,staged
814,hacks test,https://youtube-automation-hackathon.devpost.com/,n/a,1.0,USD,2027-09-09,2027-12-10,"Vancouver, Canada",0,7,upcoming,"Beginner Friendly, Open Ended, Web",50.0,staged
352,3D Websites Hackathon,https://3d-websites-hackathon.devpost.com/,Tanishq Kumar,,USD,,,,0,1590,unknown,,50.0,staged
8,Africa Deep Tech Challenge 2026,https://adtc-2026.devpost.com/,Africa Deep Tech Foundation,,USD,,,,0,935,unknown,,50.0,staged
6,Backblaze Generative Media Hackathon: Build with Genblaze on B2,https://backblaze-generative-media.devpost.com/,Backblaze,,USD,,,,0,794,unknown,,50.0,staged
2,Build with Gemini XPRIZE,https://xprize.devpost.com/,XPRIZE,,USD,,,,0,19791,unknown,,50.0,staged
348,CALL-E: Your Code Is Calling,https://call-e.devpost.com/,CALL-E,,USD,,,,0,2832,unknown,,50.0,staged
658,Hack for Humanity | Summer 2026 (+13 non-cash prizes),https://hack-for-humanity-summer-26.devpost.com/,Hack for Humanity,,USD,,,,0,1358,unknown,,50.0,staged
1,OpenAI Build Week,https://openai.devpost.com/,OpenAI,,USD,2021-07-13,,,0,24637,unknown,,50.0,staged
344,RevenueCat Shipaton 2026,https://revenuecat-shipaton-2026.devpost.com/,RevenueCat,,USD,,,,0,23491,unknown,,50.0,staged
349,The WebMCP Challenge,https://webmcp.devpost.com/,OpenAI,,USD,,,,0,6965,unknown,,50.0,staged
447,TikTok TechJam 2026,https://tiktoktechjam2026.devpost.com/,TikTok,,USD,,,,0,3162,unknown,,50.0,staged
351,VoltHacks,https://volthacks.devpost.com/,Dialogate,,USD,,,,0,1976,unknown,,50.0,staged
841,Forward: AI in Business Hackathon,https://forward.devpost.com/,Eleno,3000.0,USD,2026-09-11,2026-09-13,University of Melbourne,0,2,upcoming,Machine Learning/AI,47.0,staged
120,DIVE 2026,https://dive2026.devpost.com/,BTP,2900.0,USD,2026-07-25,2026-07-26,"4F, BEXCO Exhibition Center 2",0,11,upcoming,"Databases, Machine Learning/AI",47.0,staged
756,RoadStar Hackathon,https://roadstarhackathon.devpost.com/,Enterprise Software Solutions,2000.0,USD,2026-09-05,2026-09-13,"Waterloo, ON",0,42,upcoming,"Databases, Mobile, Web",47.0,staged
140,⚡ Build Fast. Launch Loud. ⚡,https://build-fast-launch-loud.devpost.com/,Prompt Driven,1000.0,USD,2026-07-25,2026-07-25,"Palo Alto, CA, USA",0,6,upcoming,"Machine Learning/AI, Open Ended, Productivity",47.0,staged
21,Hoobit Hacks 2026,https://hoobit-hacks-2026.devpost.com/,Hoobit,,USD,2026-03-30,2026-07-18,Online,1,517,open,"Beginner Friendly, Machine Learning/AI, Social Good",47.0,staged
705,Graphiques Innovation Challenge,https://graphiques-challenge.devpost.com/,Hack Club,,USD,2026-08-21,2026-09-05,Online,1,132,open,"Enterprise, Fintech, Productivity",47.0,staged
754,The CAD Challenge 2026,https://the-cad-challenge-2026.devpost.com/,The CAD Challenge,750.0,USD,2026-09-12,2026-09-14,"University of California, Berkeley",0,47,upcoming,"Beginner Friendly, Design",42.0,staged
134,Kifiya Inspire Hackathon V4 2026,https://kifiya-inspire-hackathon-2026.devpost.com/,Kifiya Financial Technology,623.0,USD,2026-07-24,2026-07-24,"Addis Ababa, Ethiopia",0,7,upcoming,Fintech,42.0,staged
161,MYHack 2026,https://myhack-2026.devpost.com/,Mafiq Foundation,500.0,USD,2026-07-25,2026-07-26,"Gaithersburg, MD, USA",0,2,upcoming,"Beginner Friendly, Open Ended, Social Good",42.0,staged
56,Build With AI Hack Days @RU,https://build-with-ai-hack-days-ru.devpost.com/,IEEE Student Branch Rajshahi University,,USD,2026-07-16,2026-07-16,"Rajshahi, Bangladesh",0,54,open,"Low/No Code, Machine Learning/AI, Open Ended",42.0,staged
46,Aethera Hacks,https://aethera-hacks.devpost.com/,aethera.affiliate,,USD,2026-07-05,2026-07-19,Online,1,93,open,"Beginner Friendly, Open Ended, Low/No Code",42.0,staged
711,Gemini Event - HackMatrix,https://gemini-event-hackmatrix.devpost.com/,Trainzex AI,,USD,2026-08-09,2026-09-05,Jaipur,0,87,open,"Blockchain, Cybersecurity, Low/No Code",42.0,staged
728,Coppell hackathon 1,https://fintech-hackothon-1.devpost.com/,shrimat koti,,USD,2026-09-04,2026-09-06,Online,1,9,open,Fintech,42.0,staged
729,Global Psyops Hackathon,https://global-psyops-hackathon.devpost.com/,Prosocial Engineering,,USD,2026-09-04,2026-09-07,Distribution Hall,0,7,open,"Beginner Friendly, Low/No Code, Social Good",37.0,staged
717,DIALED IN Builder Challenge,https://dialedin.devpost.com/,CreateHER Fest,5000.0,USD,2026-08-04,2026-09-08,The Hub @ Office Logic,0,49,open,"AR/VR, Voice skills, Beginner Friendly",32.0,staged
727,SUEDE Designathon 2026,https://suede-designathon-2026.devpost.com/,Sydney University Experience Designers,1400.0,USD,2026-09-04,2026-09-06,Wilkinson Building,0,8,open,Design,32.0,staged
750,Hack The Weather,https://hack-the-weather.devpost.com/,JHUB Africa,300.0,USD,2026-09-05,2026-09-09,Online,1,53,upcoming,"Machine Learning/AI, Open Ended, Social Good",32.0,staged
70,MCA 2026 projects,https://mca-2026-projects.devpost.com/,Mizzou Computing Association,,USD,2026-02-27,2026-12-25,Online,1,19,open,Beginner Friendly,30.0,staged
175,Loop Engineering Hackathon,https://loop-engineering-hackathon.devpost.com/,Creators Corner,6750.0,USD,2026-07-17,2026-07-17,AWS Builder Loft,0,0,upcoming,"Machine Learning/AI, Web",27.0,staged
790,Syndicate by Maximor,https://syndicate-by-maximor.devpost.com/,agent orchestrator,3000.0,USD,2026-09-05,2026-09-06,Online,1,22,upcoming,"Beginner Friendly, Fintech, Open Ended",27.0,staged
171,MYHack: ISNA 2026,https://myhack-isna.devpost.com/,Mafiq Foundation,500.0,USD,2026-09-05,2026-09-06,"Detroit, MI, USA",0,10,upcoming,"Machine Learning/AI, Open Ended, Social Good",27.0,staged
752,Zoftware Hireathon,https://zoftware-hireathon.devpost.com/,Enterprise Software Solutions,300.0,USD,2026-09-09,2026-09-09,Delhi,0,47,upcoming,"Enterprise, Machine Learning/AI",27.0,staged
99,RLC Hacks 2026,https://rlc-hacks-30705.devpost.com/,Resera,,USD,2026-07-26,2026-08-04,Online,1,35,upcoming,"Cybersecurity, Machine Learning/AI, Social Good",25.0,staged
151,GatewayGS & The AEI Initiative: AI 4 Earth Hackathon,https://gatewaygs-ai-4-earth-hackathon.devpost.com/,GatewayGS,,USD,2026-07-25,2026-08-15,Online,1,4,upcoming,"Beginner Friendly, Machine Learning/AI, Social Good",25.0,staged
84,Pixel Forge AI Hackathon,https://pixel-forge-ai-hackathon-08.devpost.com/,Pixel Forge,,USD,2026-08-15,2026-08-22,Online,1,110,upcoming,"Beginner Friendly, Web, Machine Learning/AI",25.0,staged
778,Hyperbloom October- UI/UX and Web Design,https://hyperbloom-october.devpost.com/,hyperbloom hacks,,USD,2026-10-05,2026-10-12,Online,1,18,upcoming,"Design, Productivity, Web",25.0,staged
87,United Hackathons V1,https://devonomicsv1.devpost.com/,United Hackathons,,USD,2026-10-06,2026-10-12,Online,1,93,upcoming,"Machine Learning/AI, Open Ended, Social Good",25.0,staged
760,HACK47: OFFGRID,https://hack47-offgrid.devpost.com/,Hack47,,USD,2026-09-15,2026-10-15,Online,1,41,upcoming,"Enterprise, Open Ended, Robotic Process Automation",25.0,staged
735,MLAI Hackathon,https://mlai-hackathon.devpost.com/,Mạng Lưới AI,,USD,2026-09-18,2026-10-16,Online,1,192,upcoming,"Databases, Machine Learning/AI",25.0,staged
173,Bridge The Gap Hacks,https://sq-hacks.devpost.com/,Bridge The Gap Hacks,,USD,2026-11-15,2026-11-21,Online,1,16,upcoming,"Beginner Friendly, Machine Learning/AI, Social Good",25.0,staged
857,checkpoint 1 — games for good,https://checkpoint-1.devpost.com/,Checkpoint,,USD,2027-01-08,2027-01-10,Online,1,0,upcoming,"Gaming, Machine Learning/AI, Social Good",25.0,staged
824,EmP Hackfest Summer 2026,https://emp-hackfest-summer-2026.devpost.com/,Emerald Parents,720.0,USD,2026-09-05,2026-09-06,DigiPen Institute of Technology,0,11,upcoming,Beginner Friendly,22.0,staged
119,Hack with AI,https://hack-with-ai-by-code-crate.devpost.com/,Code crate,500.0,USD,2026-07-19,2026-07-19,NRI Group of Institutions Bhopal,0,11,upcoming,"Beginner Friendly, Low/No Code, Web",22.0,staged
77,Hack for Humanity | Summer 2026 (+13 non-cash prizes),https://hack-for-humanity-summer-26.devpost.com/,Hack for Humanity,100.0,USD,2026-08-07,2026-09-04,Online,1,1358,open,"Beginner Friendly, Health, Machine Learning/AI",22.0,staged
67,M&TSI 2026 (Deliwala/Babin),https://mtsi2026.devpost.com/,university of pennsylvania,,USD,2026-07-06,2026-07-24,Online,1,13,open,"Design, Education, IoT",22.0,staged
850,N/A,https://ai-content-engine-hackathon.devpost.com/,NA,2.0,USD,2027-02-02,2027-04-06,Online,1,2,upcoming,"Design, DevOps, Health",20.0,staged
135,MLH Hack Day @ Kristu Jayanti,https://mlhackday.devpost.com/,Major League Hacking,,USD,2026-08-01,2026-08-01,Kristu Jayanti (Deemed to be University),0,7,upcoming,"Beginner Friendly, Machine Learning/AI, Open Ended",20.0,staged
130,MarinHacks,https://marinhacks.devpost.com/,Marin Catholic Computer Science Club,,USD,2026-08-02,2026-08-02,Marin Catholic High School,0,8,upcoming,"Beginner Friendly, Low/No Code, Machine Learning/AI",20.0,staged
108,STEMist Hacks IV,https://stemist-hacks-iv.devpost.com/,STEMist Education,,USD,2026-07-31,2026-08-02,Online,1,17,upcoming,"Beginner Friendly, Education, Open Ended",20.0,staged
96,Katy Youth Hacks 2026,https://katy-youth-hacks-2026.devpost.com/,katyhacks.replit.app,,USD,2026-08-01,2026-08-03,Online,1,43,upcoming,"Beginner Friendly, Open Ended, Social Good",20.0,staged
114,GTPN Hackathon 2026,https://gtpn-hackathon-2026.devpost.com/,GTPN,,USD,2026-08-07,2026-08-09,Online,1,14,upcoming,Social Good,20.0,staged
85,NGN Hacks 2026,https://ngn-hacks-2026.devpost.com/,Next Generation Hacks,,USD,2026-08-07,2026-08-09,Online,1,109,upcoming,"Beginner Friendly, Education, Open Ended",20.0,staged
104,Global Builders Hackathon: Code for Impact,https://global-builders.devpost.com/,Global Builders Community,,USD,2026-08-08,2026-08-10,Online,1,22,upcoming,"Beginner Friendly, Social Good, Web",20.0,staged
152,Infinity Hacks,https://infinity-hacks.devpost.com/,hacker rank,,USD,2026-08-14,2026-08-16,Online,1,4,upcoming,"Beginner Friendly, Low/No Code, Web",20.0,staged
113,CloudHacks 2026,https://cloudhacks-2026.devpost.com/,AWS Student Builder Group COMSATS Lahore,,USD,2026-08-24,2026-08-24,Lahore,0,15,upcoming,"Beginner Friendly, DevOps, Machine Learning/AI",20.0,staged
126,RescueHacks,https://rescue-hacks-30680.devpost.com/,Student Run,,USD,2026-08-22,2026-08-29,Online,1,9,upcoming,"Beginner Friendly, Low/No Code, Social Good",20.0,staged
815,Trust in the Hiring Funnel Hackathon,https://trust-in-the-hiring-funnel.devpost.com/,localhost-nyc,,USD,2026-09-19,2026-09-19,NYU,0,6,upcoming,Machine Learning/AI,20.0,staged
792,HopHacks Fall 2026,https://hophacks-fall-2026.devpost.com/,Johns Hopkins,,USD,2026-09-18,2026-09-20,Johns Hopkins University,0,11,upcoming,"Social Good, Gaming, Machine Learning/AI",20.0,staged
800,Hyperbloom September - Beginer Freindly,https://hyperbloom-september2.devpost.com/,hyperbloom hacks,,USD,2026-09-14,2026-09-23,Online,1,9,upcoming,"Beginner Friendly, Education, Low/No Code",20.0,staged
853,Business + AI Hackathon,https://business-ai-hackathon.devpost.com/,stevens insitute of technology,,USD,2026-09-25,2026-09-25,"Tech Flex, University Center Complex",0,1,upcoming,"Beginner Friendly, Enterprise, Machine Learning/AI",20.0,staged
780,HackWashU Fall AI Build Challenge,https://hackwashu-fall-ai-2026.devpost.com/,HackWashU,,USD,2026-09-25,2026-09-27,Washington University in St. Louis,0,17,upcoming,"Beginner Friendly, Education, Machine Learning/AI",20.0,staged
131,SC Quantathon v3,https://sc-quantathon-v3.devpost.com/,Clemson Quantum,,USD,2026-09-26,2026-09-27,Watt Family Innovation Center,0,19,upcoming,"Machine Learning/AI, Quantum, Beginner Friendly",20.0,staged
829,Test Flight: Glasswing Ventures AI Hackathon,https://test-flight-glasswing.devpost.com/,Glasswing Ventures,,USD,2026-09-26,2026-09-27,Glasswing Ventures,0,4,upcoming,"Enterprise, Machine Learning/AI, DevOps",20.0,staged
830,TigerHacks 2026,https://tigerhacks-2026.devpost.com/,Mizzou Computing Association,,USD,2026-09-24,2026-09-27,Online,1,4,upcoming,"Health, Open Ended, Social Good",20.0,staged
854,ImpactHack 2026,https://impacthack26.devpost.com/,GIS Engineering Club,,USD,2026-10-01,2026-10-08,Online,1,1,upcoming,"Beginner Friendly, Education, Social Good",20.0,staged
165,Prompt2Product: MLH Hack Day @ AITR,https://prompt2product.devpost.com/,Acropolis Institute of Technology and RC,,USD,2026-10-08,2026-10-09,AITR Indore,0,7,upcoming,"DevOps, Education",20.0,staged
855,CrownHacks,https://crownhacks.devpost.com/,Club for AI Research - Charlotte,,USD,2026-10-09,2026-10-11,UNC Charlotte - Union,0,1,upcoming,"Beginner Friendly, Machine Learning/AI, Robotic Process Automation",20.0,staged
817,Palmetto Hacks,https://palmetto-hacks-2026.devpost.com/,Kappa Theta Pi South Carolina,,USD,2026-10-10,2026-10-11,USC College of Engineering and Computing,0,6,upcoming,"Beginner Friendly, Enterprise, Machine Learning/AI",20.0,staged
166,Build-A-Thon,https://build-a-thon-30568.devpost.com/,Major League Hacking,,USD,2026-10-16,2026-10-17,"NCC Digital Park, University of Ibadan",0,5,upcoming,"E-commerce/Retail, Health, Low/No Code",20.0,staged
832,Sierra Hacks 2026,https://sierra-hacks-2026.devpost.com/,CodeCatalyst,,USD,2026-10-24,2026-10-24,Sierra High School,0,4,upcoming,"Beginner Friendly, Machine Learning/AI, Web",20.0,staged
820,2026 AI for Good Hackathon,https://2026ai4goodhackathon.devpost.com/,Florida Data Science for Social Good,,USD,2026-10-23,2026-10-25,The Link,0,6,upcoming,"Machine Learning/AI, Social Good, Music/Art",20.0,staged
846,Action Space,https://action-space-hacks.devpost.com/,university of pennsylvania,,USD,2026-10-24,2026-10-25,Fab Lab,0,2,upcoming,"Machine Learning/AI, Robotic Process Automation",20.0,staged
118,BioHacks,https://biohacksmcmaster.devpost.com/,BioEng4Youth,,USD,2026-11-07,2026-11-08,McMaster University - PGCLL,0,25,upcoming,"Health, Machine Learning/AI, Open Ended",20.0,staged
839,MakeUC 2026,https://makeuc-2026-30884.devpost.com/,IEEE@UC,,USD,2026-11-07,2026-11-08,1819 Innovation Hub,0,3,upcoming,"DevOps, IoT, Web",20.0,staged
847,Meow,https://makeuc-2026-30881.devpost.com/,IEEE@UC,,USD,2026-11-07,2026-11-08,1819 Innovation Hub,0,2,upcoming,"DevOps, IoT, Web",20.0,staged
828,FutureForge Hacks,https://futureforge-hacks.devpost.com/,Future Forge,,USD,2026-11-21,2026-11-21,"Pleasanton, CA",0,5,upcoming,"Education, Machine Learning/AI, Social Good",20.0,staged
149,SpartaHack 12,https://spartahack-12.devpost.com/,SpartaHack,,USD,2027-02-06,2027-02-07,MSU - STEM Building,0,7,upcoming,"Beginner Friendly, Machine Learning/AI, Social Good",20.0,staged
123,DeveloperWeek 2027 Hackathon,https://developerweek-2027-hackathon.devpost.com/,DevNetwork,,USD,2027-01-25,2027-02-11,Santa Clara Convention Center + Online,0,50,upcoming,"Enterprise, IoT, Machine Learning/AI",20.0,staged
97,Dev Clash,https://dev-clash.devpost.com/,Major League Hacking,,USD,2026-07-23,2026-07-23,Online,1,39,upcoming,"Beginner Friendly, Blockchain, DevOps",17.0,staged
129,Global Tech Innovation Challenge,https://global-tech-challenge.devpost.com/,global-tech-challenge,,USD,2026-07-17,2026-07-24,Online,1,8,upcoming,"Beginner Friendly, Machine Learning/AI, Social Good",17.0,staged
132,Recruit Holdings Hackathon “Innovation Cup”,https://innovation-cup2026.devpost.com/,"Recruit Holdings Co., Ltd.",70000.0,USD,2026-09-25,2026-09-27,"CA, USA",0,61,upcoming,"Web, Enterprise",15.0,staged
176,General Learning Hacks,https://general-learning-hacks.devpost.com/,General Learning,25000.0,USD,2026-09-18,2026-09-19,"3/F Lee Garden 3, Causeway Bay",0,67,upcoming,Education,15.0,staged
835,Sherubtse Hackathon 2026,https://sherubtse-hackathon-2026.devpost.com/,Sherubtse College,9500.0,USD,2026-09-18,2026-09-19,"Sherubtse College, Kanglung, Bhutan",0,3,upcoming,"Machine Learning/AI, Social Good, DevOps",15.0,staged
804,SHPE Jr. Designathon,https://shpe-jr-designathon.devpost.com/,SHPE UF,350.0,USD,2026-09-19,2026-09-19,Online,1,8,upcoming,Beginner Friendly,15.0,staged
842,CuseHacks 2026,https://cusehacks-2026.devpost.com/,Innovate Orange,,USD,2026-09-19,2026-09-20,Life Sciences Atrium,0,2,upcoming,"Beginner Friendly, Low/No Code, Open Ended",15.0,staged
799,SteelHacks XIII,https://steelhacksxiii.devpost.com/,PittCSC,,USD,2026-09-19,2026-09-20,University of Pittsburgh - Posvar Hall,0,9,upcoming,"Open Ended, Beginner Friendly",15.0,staged
116,Cyber Hawk Hack Days,https://cyber-hawk-hackathon.devpost.com/,monmouth university,,USD,2026-09-26,2026-09-26,Monmouth University,0,20,upcoming,"Beginner Friendly, Cybersecurity, Education",15.0,staged
163,&HACKS XII,https://hacks-xii.devpost.com/,MLH,,USD,2026-09-26,2026-09-27,William & Mary - ISC4,0,11,upcoming,"Beginner Friendly, Open Ended",15.0,staged
782,Houston Hackathon 2026,https://houstonhackathon2026.devpost.com/,Impact Hub Houston,,USD,2026-09-25,2026-09-28,Impact Hub Houston @ Ion District,0,15,upcoming,"Beginner Friendly, Low/No Code, Social Good",15.0,staged
843,Gear Up Hacks 2026,https://gear-up-hacks-2026.devpost.com/,Gear Up Foundation,,USD,2026-10-03,2026-10-03,Lincoln on Geer,0,2,upcoming,"Mobile, Social Good, Web",15.0,staged
806,Hyphen-Hacks,https://hyphen-hacks26.devpost.com/,Lick-Wilmerding High School,,USD,2026-10-10,2026-10-10,Lick-Wilmerding High School,0,10,upcoming,"Beginner Friendly, Education, Open Ended",15.0,staged
158,Knight Hacks IX,https://knight-hacks-ix.devpost.com/,Knight Hacks,,USD,2026-10-09,2026-10-11,UCF Engineering II (ENG2),0,6,upcoming,Beginner Friendly,15.0,staged
