id,status,source,title,reward,url,complexity,estimated_minutes,submitted_at,paid_at,amount_received
175,DISCOVERED,GitHub,feat(render): light-mode SVG variants,,https://github.com/TurboCoder13/git-replay/issues/39,,,,,
176,DISCOVERED,GitHub,feat(render): data-as-of stamp on widgets and page,,https://github.com/TurboCoder13/git-replay/issues/38,,,,,
177,DISCOVERED,GitHub,perf(fetch): incremental fetch via cached commit logs,,https://github.com/TurboCoder13/git-replay/issues/37,,,,,
178,DISCOVERED,GitHub,perf(fetch): parallelize repo clone fan-out,,https://github.com/TurboCoder13/git-replay/issues/36,,,,,
179,DISCOVERED,GitHub,feat(detector): vocal-gate calibration tooling (sweep + validation) (#510),,https://github.com/doxazo-net/canticle/pull/512,,,,,
180,DISCOVERED,GitHub,Write unit tests for UserService and TaskService,,https://github.com/mehrzadmh/taskmanager/issues/2,,,,,
181,DISCOVERED,GitHub,docs: add comprehensive framework audit report,,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49462,,,,,
182,DISCOVERED,GitHub,test: issue-claim workflow verification (please ignore),,https://github.com/OpenAgentHQ/modeldock/issues/6,,,,,
183,DISCOVERED,GitHub,docs: add comprehensive framework audit report,,https://github.com/SAPTARSHI-coder/EaseMotion-css/pull/49462,,,,,
184,DISCOVERED,GitHub,BUG-742 P0: HMM Evolution batch worker ignores candidate_concurrency and reloads shared inputs per evaluation,,https://github.com/licong01-cloud/AIstock/issues/2394,,,,,
185,DISCOVERED,GitHub,"[Issue]: v2.3.3 — ""Choose resolution from character count"" has no effect",,https://github.com/Pasta-Devs/Marinara-Engine/issues/3758,,,,,
186,DISCOVERED,GitHub,"extension: shipped manifest declares 3 host_permissions the prod build never uses (HF, jsDelivr)",,https://github.com/kimtos-labs/kimtos-core/issues/664,,,,,
187,DISCOVERED,GitHub,security: guest support token keeps working after its conversation is attached to an account (IDOR),,https://github.com/kimtos-labs/kimtos-core/issues/663,,,,,
188,DISCOVERED,GitHub,Scores: cancel fences grow unbounded for process lifetime (tier_row_run_registry),,https://github.com/SteveDraper/Planets-Console/issues/245,,,,,
189,DISCOVERED,GitHub,billing: Dodo first-payment grant depends on unverified metadata.userId on subscription webhooks,,https://github.com/kimtos-labs/kimtos-core/issues/662,,,,,
190,DISCOVERED,GitHub,billing: DODO_ENVIRONMENT defaults to test_mode — prod can silently take no real money,,https://github.com/kimtos-labs/kimtos-core/issues/661,,,,,
191,DISCOVERED,GitHub,"Every gh IOException is reported as NOT INSTALLED, and process output goes through fragile locale String decoding",,https://github.com/coghex/kanban/issues/42,,,,,
192,DISCOVERED,GitHub,security: rate limiting collapses to a single global bucket (trust proxy off),,https://github.com/kimtos-labs/kimtos-core/issues/660,,,,,
193,DISCOVERED,GitHub,BUG: WinUI AddTurnAsync 的 session 回退路径在 sessionId 失效时静默丢消息,,https://github.com/ryanloee/VaultPilot/issues/3046,,,,,
194,DISCOVERED,GitHub,from_utf8_unchecked on non-UTF-8 network interface names,,https://github.com/GuillaumeGomez/sysinfo/issues/1704,,,,,
195,DISCOVERED,GitHub,create_chat-created chats: multi-chat pill is non-responsive,,https://github.com/microsoft/vscode/issues/326392,,,,,
196,DISCOVERED,GitHub,RealChute fixes and tests,,https://github.com/krpc/krpc/pull/960,,,,,
197,DISCOVERED,GitHub,Music Slider not working in canary,,https://github.com/Quaver/Quaver/issues/4820,,,,,
198,DISCOVERED,GitHub,fix(gifts): received sticker overlaps the hover edit control on gift cards — move to bottom-right of image,,https://github.com/MartinoPolo/prejemesi/issues/184,,,,,
199,DISCOVERED,GitHub,BUG: Unwanted entities when running Cross-Reference,,https://github.com/openaleph/openaleph/issues/116,,,,,
200,DISCOVERED,GitHub,fix(ui): Stop doesn't abort in-flight chat generation — cancel only observed at step boundaries,,https://github.com/amd/gaia/issues/2157,,,,,
201,DISCOVERED,GitHub,GraphQL string variables passed with gh -F typed coercion — all-numeric owner or repo names break every refresh,,https://github.com/coghex/kanban/issues/41,,,,,
202,DISCOVERED,GitHub,fix(accountapp) ensure a trailing slash is defined in APP_URL,,https://github.com/jenkins-infra/helm-charts/pull/1997,,,,,
203,DISCOVERED,GitHub,[Bugfix][Parser] Ignore trailing text in Mistral v11 tool args,,https://github.com/vllm-project/vllm/pull/48976,,,,,
204,DISCOVERED,GitHub,Refactoring and modularization,,https://github.com/xavier-arosemena/roo-plus/issues/30,,,,,
205,DISCOVERED,GitHub,"feat: melhora performance do mural, catálogo de destinatários e wizards de comunicados",,https://github.com/Portal-Conecta/frontend/pull/423,,,,,
206,DISCOVERED,GitHub,Do OAuth for Todoist API Calls,,https://github.com/hasii2011/gitissue2todoist/issues/14,,,,,
207,DISCOVERED,GitHub,"[Feature Request]: Export/Import option for ""Hide videos from channels""",,https://github.com/FreeTubeApp/FreeTube/issues/9448,,,,,
208,DISCOVERED,GitHub,"feat(framework): ""New activity"" notifications category (#627)",,https://github.com/gemstack-land/gemstack/pull/670,,,,,
209,DISCOVERED,GitHub,Refactor DSCensor Schema,,https://github.com/legumeinfo/microservices/issues/1119,,,,,
210,DISCOVERED,GitHub,Feature Request: Implement Action-Oriented Notifications (RFC),,https://github.com/WAF2p/pass/issues/39,,,,,
211,DISCOVERED,GitHub,[SM] Revisar apresentações com professores e tech leads,,https://github.com/Portal-Conecta/gestao-sm/issues/23,,,,,
212,DISCOVERED,GitHub,Update npm packages,,https://github.com/highfivve/moli-ad-tag/pull/557,,,,,
213,DISCOVERED,GitHub,feat(gifts): move edited-after-share indicator to a muted line in gift detail — remove card info icon,,https://github.com/MartinoPolo/prejemesi/issues/185,,,,,
214,DISCOVERED,GitHub,[dev0.1.X] Evaluate Whether Vuestic UI Is Worth Adopting Across CopyMyPage,,https://github.com/marc-heinrich/CopyMyPage/issues/122,,,,,
215,DISCOVERED,GitHub,[Feature Request] Add Windows Arm build,,https://github.com/aandrew-me/ytDownloader/issues/472,,,,,
216,DISCOVERED,GitHub,[logging] App server request logging — adopt the shared logger,,https://github.com/larryosborn/orleans/issues/52,,,,,
217,DISCOVERED,GitHub,"Modernise layout with bslib cards, layout_sidebar and value_box",,https://github.com/pinin4fjords/shinyngs/pull/165,,,,,
218,DISCOVERED,GitHub,Webapp login and shop,,https://github.com/Solracs/vibecoding-security-benchmark/pull/9,,,,,
219,DISCOVERED,GitHub,Abstract and description management,,https://github.com/kbss-cvut/termit-ui/issues/826,,,,,
220,DISCOVERED,GitHub,"fix(web): count only focused, open todos in the nav badge",,https://github.com/silverbucket/inbox-rs/pull/185,,,,,
